Profundidad,Densidad,PEF,Zeff,Core,Seccion,Porosidad,Permeabilidad
674,-999,-999,-999,C001,T001,,
674.0020505,-999,-999,-999,C001,T001,,
674.0041011,-999,-999,-999,C001,T001,,
674.0061516,-999,-999,-999,C001,T001,,
674.0082021,-999,-999,-999,C001,T001,,
674.0102526,-999,-999,-999,C001,T001,,
674.0123032,-999,-999,-999,C001,T001,,
674.0143537,-999,-999,-999,C001,T001,,
674.0164042,2.6408944,2.0096142,12.139421,C001,T001,,
674.0184547,2.6263814,2.0336852,12.179638,C001,T001,,
674.0205053,2.6350565,1.9849116,12.097785,C001,T001,,
674.0225558,2.6238577,2.0346284,12.181207,C001,T001,,
674.0246063,2.6098709,2.0849998,12.264238,C001,T001,,
674.0266568,2.611376,2.1011205,12.290504,C001,T001,,
674.0287074,2.6200225,2.1081376,12.301893,C001,T001,,
674.0307579,2.6037476,2.1933098,12.437984,C001,T001,,
674.0328084,2.5962818,2.2387333,12.509008,C001,T001,,
674.0348589,2.6116631,2.2332127,12.500432,C001,T001,,
674.0369095,2.5841997,2.32727,12.644506,C001,T001,,
674.03896,2.5997858,2.291117,12.589635,C001,T001,,
674.0410105,2.5927382,2.3228407,12.637817,C001,T001,,
674.043061,2.5862021,2.3565254,12.68846,C001,T001,,
674.0451116,2.5760331,2.3964694,12.747841,C001,T001,,
674.0471621,2.5773127,2.4060364,12.761957,C001,T001,,
674.0492126,2.5696707,2.4308064,12.798318,C001,T001,,
674.0512631,2.5664816,2.4249568,12.789755,C001,T001,,
674.0533137,2.5584381,2.4730935,12.859778,C001,T001,,
674.0553642,2.5625811,2.4585617,12.838744,C001,T001,,
674.0574147,2.5632579,2.4676912,12.851969,C001,T001,,
674.0594652,2.5649092,2.4788854,12.868137,C001,T001,,
674.0615158,2.5578218,2.5190754,12.925754,C001,T001,,
674.0635663,2.5611782,2.5147176,12.919539,C001,T001,,
674.0656168,2.5582805,2.5362225,12.950134,C001,T001,,
674.0676673,2.5589094,2.5410616,12.956993,C001,T001,,
674.0697179,2.5578914,2.5378366,12.952423,C001,T001,,
674.0717684,2.5555506,2.540803,12.956627,C001,T001,,
674.0738189,2.5487669,2.589395,13.024987,C001,T001,,
674.0758694,2.5516117,2.5798695,13.01166,C001,T001,,
674.07792,2.5534029,2.5801573,13.012063,C001,T001,,
674.0799705,2.5574896,2.5727446,13.001668,C001,T001,,
674.082021,2.5523844,2.5930376,13.030074,C001,T001,,
674.0840715,2.5597811,2.579165,13.010673,C001,T001,,
674.0861221,2.5589828,2.5985093,13.037706,C001,T001,,
674.0881726,2.5671284,2.5552163,12.977001,C001,T001,,
674.0902231,2.5580924,2.5915565,13.028007,C001,T001,,
674.0922736,2.5556998,2.5956967,13.033785,C001,T001,,
674.0943242,2.5613384,2.5728528,13.00182,C001,T001,,
674.0963747,2.5694096,2.5609143,12.985033,C001,T001,,
674.0984252,2.5702112,2.548512,12.967534,C001,T001,,
674.1004757,2.5629592,2.578275,13.009426,C001,T001,,
674.1025263,2.5644777,2.5671287,12.993778,C001,T001,,
674.1045768,2.5580621,2.5976036,13.036444,C001,T001,,
674.1066273,2.5638106,2.5910912,13.027357,C001,T001,,
674.1086778,2.5659897,2.5702257,12.998131,C001,T001,,
674.1107284,2.5625913,2.5849698,13.0188,C001,T001,,
674.1127789,2.5637789,2.5735302,13.002771,C001,T001,,
674.1148294,2.5582137,2.6061003,13.048275,C001,T001,,
674.1168799,2.5684342,2.5835233,13.016776,C001,T001,,
674.1189305,2.5627987,2.5952373,13.033144,C001,T001,,
674.120981,2.5636652,2.5730944,13.002159,C001,T001,,
674.1230315,2.5620785,2.5664146,12.992774,C001,T001,,
674.125082,2.5607159,2.5627086,12.98756,C001,T001,,
674.1271326,2.5698807,2.5359724,12.949779,C001,T001,,
674.1291831,2.5631626,2.5433552,12.960241,C001,T001,,
674.1312336,2.5651393,2.5267868,12.936733,C001,T001,,
674.1332841,2.5652647,2.5112357,12.914567,C001,T001,,
674.1353347,2.5657723,2.4992373,12.897397,C001,T001,,
674.1373852,2.5748463,2.4861238,12.878564,C001,T001,,
674.1394357,2.5699651,2.5060465,12.907149,C001,T001,,
674.1414862,2.570893,2.4982419,12.89597,C001,T001,,
674.1435368,2.5668776,2.5097396,12.91243,C001,T001,,
674.1455873,2.5699713,2.4980669,12.895719,C001,T001,,
674.1476378,2.5765049,2.4912386,12.885918,C001,T001,,
674.1496883,2.5833387,2.4567256,12.83608,C001,T001,,
674.1517389,2.5813475,2.4538636,12.831924,C001,T001,,
674.1537894,2.5751677,2.4651303,12.848263,C001,T001,,
674.1558399,2.5705972,2.4709778,12.856721,C001,T001,,
674.1578904,2.5776644,2.4529669,12.830621,C001,T001,,
674.1599409,2.5771027,2.4647501,12.847712,C001,T001,,
674.1619915,2.5716422,2.4823277,12.873098,C001,T001,,
674.164042,2.5634634,2.5104752,12.913481,C001,T001,,
674.1660925,2.5585775,2.5226526,12.93085,C001,T001,,
674.168143,2.5710738,2.48897,12.882658,C001,T001,,
674.1701936,2.5760689,2.4709697,12.85671,C001,T001,,
674.1722441,2.5674219,2.4947553,12.890968,C001,T001,,
674.1742946,2.5622773,2.5101871,12.913069,C001,T001,,
674.1763451,2.5583489,2.5270538,12.937113,C001,T001,,
674.1783957,2.5636914,2.5128918,12.916932,C001,T001,,
674.1804462,2.5553837,2.5383689,12.953178,C001,T001,,
674.1824967,2.5538599,2.5309391,12.942635,C001,T001,,
674.1845472,2.5474327,2.5596499,12.983252,C001,T001,,
674.1865978,2.5483055,2.5551763,12.976945,C001,T001,,
674.1886483,2.5570726,2.5390747,12.954178,C001,T001,,
674.1906988,2.5590189,2.5440011,12.961155,C001,T001,,
674.1927493,2.5507438,2.5585389,12.981687,C001,T001,,
674.1947999,2.5373161,2.6050432,13.046804,C001,T001,,
674.1968504,2.5360081,2.6120853,13.056592,C001,T001,,
674.1989009,2.5409646,2.5953856,13.033351,C001,T001,,
674.2009514,2.5611148,2.4984238,12.896231,C001,T001,,
674.203002,2.5494168,2.5336704,12.946513,C001,T001,,
674.2050525,2.5434117,2.5548496,12.976484,C001,T001,,
674.207103,2.5801542,2.4144368,12.774318,C001,T001,,
674.2091535,2.5312171,2.1757152,12.410188,C001,T001,,
674.2112041,-999,-999,-999,C001,T001,,
674.2132546,1.2569023,2.2445455,12.518021,C001,T001,,
674.2153051,1.1504122,2.3444304,12.670337,C001,T001,,
674.2173556,-999,-999,-999,C001,T001,,
674.2194062,-999,-999,-999,C001,T001,,
674.2214567,-999,-999,-999,C001,T001,,
674.2235072,2.4264505,2.8185434,13.335425,C001,T001,,
674.2255577,2.470438,2.8961713,13.436449,C001,T001,,
674.2276083,2.4860039,2.7979648,13.308308,C001,T001,,
674.2296588,2.4983573,2.728199,13.215289,C001,T001,,
674.2317093,2.4706626,2.837795,13.360665,C001,T001,,
674.2337598,2.4892621,2.7431462,13.235362,C001,T001,,
674.2358104,2.4890461,2.7392638,13.230156,C001,T001,,
674.2378609,2.4901545,2.7390792,13.229908,C001,T001,,
674.2399114,2.4875398,2.7676995,13.268163,C001,T001,,
674.2419619,2.5024533,2.7110384,13.192146,C001,T001,,
674.2440125,2.4944773,2.7614598,13.259848,C001,T001,,
674.246063,2.4943342,2.7702322,13.271535,C001,T001,,
674.2481135,2.4972429,2.7632856,13.262282,C001,T001,,
674.250164,2.5006378,2.7504261,13.245109,C001,T001,,
674.2522146,2.5029571,2.7426491,13.234696,C001,T001,,
674.2542651,2.4996247,2.764997,13.264563,C001,T001,,
674.2563156,2.4972415,2.7767696,13.280227,C001,T001,,
674.2583661,2.5009096,2.7503839,13.245053,C001,T001,,
674.2604167,2.4975171,2.7588956,13.256426,C001,T001,,
674.2624672,2.4981098,2.7559011,13.252428,C001,T001,,
674.2645177,2.4958317,2.771132,13.272732,C001,T001,,
674.2665682,2.497061,2.7674043,13.26777,C001,T001,,
674.2686188,2.4903166,2.8067522,13.319905,C001,T001,,
674.2706693,2.4973919,2.7806437,13.285372,C001,T001,,
674.2727198,2.5044909,2.7510145,13.245896,C001,T001,,
674.2747703,2.4975553,2.7844129,13.290371,C001,T001,,
674.2768209,2.501765,2.7618682,13.260392,C001,T001,,
674.2788714,2.5015497,2.7588391,13.256351,C001,T001,,
674.2809219,2.4962091,2.7827239,13.288132,C001,T001,,
674.2829724,2.5044806,2.7198114,13.203991,C001,T001,,
674.285023,2.4903066,2.7175863,13.200989,C001,T001,,
674.2870735,2.4740045,2.7024875,13.180575,C001,T001,,
674.289124,2.4487975,2.7417176,13.233447,C001,T001,,
674.2911745,2.454438,2.7104278,13.191321,C001,T001,,
674.2932251,2.4609034,2.6677599,13.133307,C001,T001,,
674.2952756,2.4536512,2.6979647,13.174444,C001,T001,,
674.2973261,2.4576259,2.7172186,13.200493,C001,T001,,
674.2993766,2.471102,2.7632582,13.262246,C001,T001,,
674.3014272,2.4941583,2.7242754,13.210007,C001,T001,,
674.3034777,2.468374,2.7791057,13.28333,C001,T001,,
674.3055282,2.460252,2.8001678,13.311218,C001,T001,,
674.3075787,2.4601426,2.7808175,13.285602,C001,T001,,
674.3096293,2.4620805,2.7439559,13.236447,C001,T001,,
674.3116798,2.4386554,2.757839,13.255016,C001,T001,,
674.3137303,2.4233494,2.810451,13.324779,C001,T001,,
674.3157808,2.4867435,2.8411179,13.365008,C001,T001,,
674.3178314,2.5042448,2.8291163,13.349302,C001,T001,,
674.3198819,2.5087447,2.8218589,13.339781,C001,T001,,
674.3219324,2.5050027,2.854183,13.382052,C001,T001,,
674.3239829,2.5115867,2.8113048,13.325903,C001,T001,,
674.3260335,2.5110137,2.8272026,13.346793,C001,T001,,
674.328084,2.5103414,2.8302372,13.350771,C001,T001,,
674.3301345,2.5134389,2.8004909,13.311644,C001,T001,,
674.332185,2.5062537,2.8358867,13.358168,C001,T001,,
674.3342356,2.5133381,2.7787273,13.282828,C001,T001,,
674.3362861,2.441402,2.7808011,13.28558,C001,T001,,
674.3383366,2.3762805,2.7585011,13.2559,C001,T001,,
674.3403871,2.3538451,2.7659028,13.26577,C001,T001,,
674.3424377,2.4638059,2.8119488,13.326751,C001,T001,,
674.3444882,2.4724603,2.7893627,13.29693,C001,T001,,
674.3465387,2.4461775,2.804527,13.316971,C001,T001,,
674.3485892,2.4744713,2.8067801,13.319942,C001,T001,,
674.3506398,2.4940951,2.7810903,13.285964,C001,T001,,
674.3526903,2.5300727,2.7574251,13.254463,C001,T001,,
674.3547408,2.5496607,2.7802079,13.284793,C001,T001,,
674.3567913,2.5472858,2.7981389,13.308538,C001,T001,,
674.3588419,2.5487359,2.763341,13.262356,C001,T001,,
674.3608924,2.5482359,2.7814529,13.286445,C001,T001,,
674.3629429,2.5472014,2.7990201,13.309702,C001,T001,,
674.3649934,2.5419664,2.8171692,13.333619,C001,T001,,
674.367044,2.5384579,2.8166165,13.332892,C001,T001,,
674.3690945,2.5387816,2.8165417,13.332794,C001,T001,,
674.371145,2.5435696,2.7913618,13.299577,C001,T001,,
674.3731955,2.5445209,2.7873282,13.294235,C001,T001,,
674.3752461,2.5475371,2.7689533,13.269833,C001,T001,,
674.3772966,2.5362251,2.830766,13.351464,C001,T001,,
674.3793471,2.5496387,2.7592609,13.256914,C001,T001,,
674.3813976,2.5432158,2.7852874,13.291531,C001,T001,,
674.3834482,2.5421014,2.7774236,13.281096,C001,T001,,
674.3854987,2.5388265,2.7696352,13.270741,C001,T001,,
674.3875492,2.5501409,2.720607,13.205064,C001,T001,,
674.3895997,2.5611308,2.6820841,13.152857,C001,T001,,
674.3916503,2.5585825,2.6853046,13.157242,C001,T001,,
674.3937008,2.563056,2.6652734,13.129906,C001,T001,,
674.3957513,2.5641265,2.6669519,13.132202,C001,T001,,
674.3978018,2.5738857,2.6073742,13.050046,C001,T001,,
674.3998524,2.5178938,2.4419088,12.814528,C001,T001,,
674.4019029,-999,-999,-999,C001,T001,,
674.4039534,-999,-999,-999,C001,T001,,
674.4060039,1.448863,2.3035343,12.608551,C001,T001,,
674.4080545,1.4943877,2.2281754,12.492593,C001,T001,,
674.410105,-999,-999,-999,C001,T001,,
674.4121555,-999,-999,-999,C001,T001,,
674.414206,-999,-999,-999,C001,T001,,
674.4162566,-999,-999,-999,C001,T001,,
674.4183071,2.4692023,2.3531759,12.683448,C001,T001,,
674.4203576,2.5670011,2.4152126,12.775458,C001,T001,,
674.4224081,2.5891182,2.4571388,12.836679,C001,T001,,
674.4244587,2.5840261,2.4844778,12.876195,C001,T001,,
674.4265092,2.5715268,2.5578806,12.980759,C001,T001,,
674.4285597,2.5565903,2.6373973,13.091615,C001,T001,,
674.4306102,2.5375431,2.7347443,13.224089,C001,T001,,
674.4326608,2.5344095,2.7335558,13.222492,C001,T001,,
674.4347113,2.5347581,2.7327905,13.221464,C001,T001,,
674.4367618,2.5332401,2.7429261,13.235067,C001,T001,,
674.4388123,2.531368,2.7526708,13.248111,C001,T001,,
674.4408629,2.5306082,2.7429359,13.23508,C001,T001,,
674.4429134,2.5187232,2.7843804,13.290328,C001,T001,,
674.4449639,2.5243871,2.7524958,13.247877,C001,T001,,
674.4470144,2.5298455,2.7255692,13.21175,C001,T001,,
674.449065,2.5298698,2.7254159,13.211543,C001,T001,,
674.4511155,2.5263031,2.7367182,13.226739,C001,T001,,
674.453166,2.5265868,2.7368302,13.22689,C001,T001,,
674.4552165,2.5318346,2.7229855,13.20827,C001,T001,,
674.4572671,2.5290332,2.7349913,13.224421,C001,T001,,
674.4593176,2.5266607,2.7477968,13.241591,C001,T001,,
674.4613681,2.5174689,2.7633955,13.262429,C001,T001,,
674.4634186,2.5027232,2.7512856,13.246259,C001,T001,,
674.4654692,2.4925764,2.7649131,13.264452,C001,T001,,
674.4675197,2.4837213,2.780853,13.285649,C001,T001,,
674.4695702,2.4709997,2.7822082,13.287448,C001,T001,,
674.4716207,2.4402497,2.7695994,13.270693,C001,T001,,
674.4736713,2.4036407,2.7440634,13.236591,C001,T001,,
674.4757218,2.3659215,2.774869,13.277702,C001,T001,,
674.4777723,2.4369819,2.7500694,13.244632,C001,T001,,
674.4798228,2.4646254,2.7733784,13.27572,C001,T001,,
674.4818734,2.4881983,2.7811041,13.285983,C001,T001,,
674.4839239,2.4999924,2.8018975,13.313501,C001,T001,,
674.4859744,2.4981339,2.7887721,13.296148,C001,T001,,
674.4880249,2.4732049,2.8300507,13.350527,C001,T001,,
674.4900755,2.5050466,2.8084862,13.32219,C001,T001,,
674.492126,2.5216842,2.7678077,13.268308,C001,T001,,
674.4941765,2.5313342,2.7647591,13.264246,C001,T001,,
674.496227,2.5339391,2.7674313,13.267806,C001,T001,,
674.4982776,2.5307918,2.789952,13.29771,C001,T001,,
674.5003281,2.5327756,2.7889197,13.296343,C001,T001,,
674.5023786,2.5383618,2.7623677,13.261059,C001,T001,,
674.5044291,2.5408144,2.7467396,13.240176,C001,T001,,
674.5064797,2.5389497,2.7451968,13.238109,C001,T001,,
674.5085302,2.5354688,2.7469091,13.240403,C001,T001,,
674.5105807,2.53127,2.7533765,13.249055,C001,T001,,
674.5126312,2.5363407,2.7356207,13.225266,C001,T001,,
674.5146818,2.5388341,2.71064,13.191608,C001,T001,,
674.5167323,2.5385373,2.7198002,13.203976,C001,T001,,
674.5187828,2.5449345,2.6917784,13.166046,C001,T001,,
674.5208333,2.5467937,2.6866996,13.159141,C001,T001,,
674.5228839,2.5475421,2.6787217,13.148275,C001,T001,,
674.5249344,2.550976,2.6625869,13.126228,C001,T001,,
674.5269849,2.55404,2.6495359,13.108324,C001,T001,,
674.5290354,2.5556405,2.6352265,13.08862,C001,T001,,
674.531086,2.5623555,2.6083789,13.051443,C001,T001,,
674.5331365,2.5623147,2.6147888,13.060344,C001,T001,,
674.535187,2.5632381,2.6188078,13.065917,C001,T001,,
674.5372375,2.5623102,2.6175222,13.064135,C001,T001,,
674.5392881,2.5646527,2.5953596,13.033314,C001,T001,,
674.5413386,2.5666909,2.5796711,13.011382,C001,T001,,
674.5433891,2.5595946,2.6088779,13.052136,C001,T001,,
674.5454396,2.5551147,2.6325119,13.084874,C001,T001,,
674.5474902,2.5536792,2.6392851,13.094217,C001,T001,,
674.5495407,2.5481772,2.6596942,13.122265,C001,T001,,
674.5515912,2.5478246,2.6675193,13.132978,C001,T001,,
674.5536417,2.550374,2.6668429,13.132053,C001,T001,,
674.5556923,2.5532827,2.654597,13.115275,C001,T001,,
674.5577428,2.5495732,2.6784203,13.147864,C001,T001,,
674.5597933,2.5459735,2.6903415,13.164093,C001,T001,,
674.5618438,2.5460477,2.6867154,13.159162,C001,T001,,
674.5638944,2.5468113,2.6786394,13.148163,C001,T001,,
674.5659449,2.5536363,2.6355543,13.089073,C001,T001,,
674.5679954,2.5552785,2.6322505,13.084513,C001,T001,,
674.5700459,2.5540731,2.6343586,13.087423,C001,T001,,
674.5720965,2.558759,2.6005645,13.04057,C001,T001,,
674.574147,2.5656123,2.5589745,12.9823,C001,T001,,
674.5761975,2.5747423,2.5208385,12.928266,C001,T001,,
674.578248,2.5734491,2.5147967,12.919652,C001,T001,,
674.5802986,2.567857,2.5110784,12.914342,C001,T001,,
674.5823491,2.5787249,2.4375362,12.80815,C001,T001,,
674.5843996,2.5774875,2.4422746,12.815061,C001,T001,,
674.5864501,2.5813622,2.4047074,12.759999,C001,T001,,
674.5885007,2.5841997,2.3713965,12.710652,C001,T001,,
674.5905512,2.5789137,2.3380673,12.660775,C001,T001,,
674.5926017,2.5006173,2.2654905,12.55036,C001,T001,,
674.5946522,-999,-999,-999,C001,T001,,
674.5967028,-999,-999,-999,C001,T001,,
674.5987533,-999,-999,-999,C001,T001,,
674.6008038,1.442311,2.2457452,12.519879,C001,T001,,
674.6028543,1.2630109,2.2691059,12.55592,C001,T001,,
674.6049049,1.137015,2.3254049,12.641691,C001,T001,,
674.6069554,1.0842627,2.4093616,12.766854,C001,T001,,
674.6090059,1.1734653,2.5339465,12.946905,C001,T001,,
674.6110564,1.4200311,2.5821853,13.014903,C001,T001,,
674.613107,-999,-999,-999,C001,T001,,
674.6151575,-999,-999,-999,C001,T001,,
674.617208,-999,-999,-999,C001,T001,,
674.6192585,2.5222883,2.6388216,13.093578,C001,T001,,
674.6213091,2.5664258,2.6441419,13.100906,C001,T001,,
674.6233596,2.5569685,2.6316922,13.083742,C001,T001,,
674.6254101,2.54498,2.6034334,13.044564,C001,T001,,
674.6274606,2.5316761,2.6363845,13.090218,C001,T001,,
674.6295112,2.523279,2.6776478,13.146811,C001,T001,,
674.6315617,2.5218647,2.6958203,13.171534,C001,T001,,
674.6336122,2.5180435,2.7225537,13.207688,C001,T001,,
674.6356627,2.5226777,2.7098136,13.190491,C001,T001,,
674.6377133,2.5296755,2.6881485,13.161112,C001,T001,,
674.6397638,2.5359433,2.6614835,13.124717,C001,T001,,
674.6418143,2.5339482,2.6764283,13.145147,C001,T001,,
674.6438648,2.5286064,2.6973624,13.173627,C001,T001,,
674.6459154,2.5288308,2.7044044,13.183171,C001,T001,,
674.6479659,2.5342469,2.6753337,13.143654,C001,T001,,
674.6500164,2.525923,2.7205136,13.204938,C001,T001,,
674.6520669,2.5322275,2.6967673,13.17282,C001,T001,,
674.6541175,2.524524,2.7440717,13.236602,C001,T001,,
674.656168,2.5390933,2.6743817,13.142354,C001,T001,,
674.6582185,2.5318067,2.7181575,13.20176,C001,T001,,
674.660269,2.5345986,2.7199845,13.204224,C001,T001,,
674.6623196,2.523653,2.7773964,13.28106,C001,T001,,
674.6643701,2.5249307,2.7687898,13.269615,C001,T001,,
674.6664206,2.5343788,2.7302713,13.218077,C001,T001,,
674.6684711,2.5368521,2.7118902,13.193298,C001,T001,,
674.6705217,2.5415068,2.6964872,13.172439,C001,T001,,
674.6725722,2.5287461,2.7561936,13.252819,C001,T001,,
674.6746227,2.5323846,2.7398086,13.230887,C001,T001,,
674.6766732,2.5291417,2.7514818,13.246521,C001,T001,,
674.6787238,2.5317681,2.7422836,13.234206,C001,T001,,
674.6807743,2.5372486,2.7136087,13.19562,C001,T001,,
674.6828248,2.5279002,2.7534118,13.249102,C001,T001,,
674.6848753,2.5375495,2.7101808,13.190987,C001,T001,,
674.6869259,2.525033,2.7687185,13.26952,C001,T001,,
674.6889764,2.5342815,2.7239833,13.209614,C001,T001,,
674.6910269,2.5259438,2.763701,13.262836,C001,T001,,
674.6930774,2.5318956,2.7338521,13.22289,C001,T001,,
674.695128,2.5271742,2.75175,13.24688,C001,T001,,
674.6971785,2.5274312,2.7582433,13.255556,C001,T001,,
674.699229,2.5238166,2.7755973,13.27867,C001,T001,,
674.7012795,2.5279291,2.7564912,13.253216,C001,T001,,
674.7033301,2.5236497,2.7793365,13.283636,C001,T001,,
674.7053806,2.5152078,2.8253615,13.344378,C001,T001,,
674.7074311,2.5188119,2.7960944,13.305836,C001,T001,,
674.7094816,2.5158982,2.8217387,13.339623,C001,T001,,
674.7115322,2.5298729,2.7709339,13.272469,C001,T001,,
674.7135827,2.5139265,2.8218856,13.339816,C001,T001,,
674.7156332,2.4963632,2.8111,13.325633,C001,T001,,
674.7176837,2.4736695,2.8143797,13.32995,C001,T001,,
674.7197343,2.4479482,2.8145416,13.330163,C001,T001,,
674.7217848,2.4394937,2.8143566,13.32992,C001,T001,,
674.7238353,2.4249656,2.816349,13.33254,C001,T001,,
674.7258858,2.4225147,2.8413301,13.365286,C001,T001,,
674.7279364,2.4535432,2.8242512,13.342921,C001,T001,,
674.7299869,2.4892685,2.7771385,13.280717,C001,T001,,
674.7320374,2.506707,2.7983212,13.308779,C001,T001,,
674.7340879,2.5212793,2.7697911,13.270948,C001,T001,,
674.7361385,2.5251334,2.7762959,13.279598,C001,T001,,
674.738189,2.5283756,2.7694259,13.270462,C001,T001,,
674.7402395,2.5209854,2.7926664,13.301303,C001,T001,,
674.74229,2.5239615,2.7623322,13.261011,C001,T001,,
674.7443406,2.5231247,2.7515392,13.246598,C001,T001,,
674.7463911,2.5144618,2.7762313,13.279512,C001,T001,,
674.7484416,2.5223308,2.7544563,13.250498,C001,T001,,
674.7504921,2.5258794,2.7339742,13.223054,C001,T001,,
674.7525427,2.5117528,2.768549,13.269295,C001,T001,,
674.7545932,2.4967473,2.7854993,13.291812,C001,T001,,
674.7566437,2.5107808,2.7825978,13.287964,C001,T001,,
674.7586942,2.5165529,2.7789688,13.283148,C001,T001,,
674.7607448,2.5212536,2.7697136,13.270845,C001,T001,,
674.7627953,2.5212369,2.7598531,13.257704,C001,T001,,
674.7648458,2.5026281,2.7878008,13.294861,C001,T001,,
674.7668963,2.4721553,2.803236,13.315268,C001,T001,,
674.7689469,2.4579294,2.7985783,13.309119,C001,T001,,
674.7709974,2.4596512,2.8226709,13.340847,C001,T001,,
674.7730479,2.4541667,2.8246005,13.34338,C001,T001,,
674.7750984,2.447149,2.8093805,13.323369,C001,T001,,
674.777149,2.4351993,2.8395708,13.362986,C001,T001,,
674.7791995,2.4426599,2.8257897,13.34494,C001,T001,,
674.78125,2.4453235,2.8640828,13.39493,C001,T001,,
674.7833005,2.4481313,2.8570695,13.38581,C001,T001,,
674.7853511,2.4495699,2.8201859,13.337583,C001,T001,,
674.7874016,2.441278,2.8559906,13.384406,C001,T001,,
674.7894521,2.4800446,2.8645155,13.395492,C001,T001,,
674.7915026,2.5126228,2.8570325,13.385762,C001,T001,,
674.7935532,2.5065098,2.8841062,13.420877,C001,T001,,
674.7956037,2.509973,2.8739548,13.407739,C001,T001,,
674.7976542,2.5124969,2.8773654,13.412157,C001,T001,,
674.7997047,2.5132031,2.8724482,13.405786,C001,T001,,
674.8017553,2.5169997,2.8492146,13.375578,C001,T001,,
674.8038058,2.5137308,2.8331912,13.35464,C001,T001,,
674.8058563,2.4987411,2.8390117,13.362255,C001,T001,,
674.8079068,2.4863806,2.8265285,13.345909,C001,T001,,
674.8099574,2.4975619,2.8269861,13.346509,C001,T001,,
674.8120079,2.5055213,2.8352861,13.357382,C001,T001,,
674.8140584,2.4844341,2.8473222,13.373109,C001,T001,,
674.8161089,2.4819961,2.8118076,13.326565,C001,T001,,
674.8181595,2.4801195,2.8031132,13.315106,C001,T001,,
674.82021,2.468071,2.8522117,13.379484,C001,T001,,
674.8222605,2.4626958,2.8145337,13.330153,C001,T001,,
674.824311,2.4276333,2.8513906,13.378414,C001,T001,,
674.8263616,2.442837,2.8495288,13.375987,C001,T001,,
674.8284121,2.4408226,2.8776491,13.412524,C001,T001,,
674.8304626,2.442853,2.868109,13.400157,C001,T001,,
674.8325131,2.4370933,2.826149,13.345411,C001,T001,,
674.8345637,2.4298313,2.8388774,13.36208,C001,T001,,
674.8366142,2.4501066,2.833415,13.354933,C001,T001,,
674.8386647,2.4535797,2.8149703,13.330727,C001,T001,,
674.8407152,2.4638159,2.8199997,13.337339,C001,T001,,
674.8427658,2.4664476,2.8210428,13.338709,C001,T001,,
674.8448163,2.471673,2.8084817,13.322184,C001,T001,,
674.8468668,2.4738696,2.8114665,13.326116,C001,T001,,
674.8489173,2.5049148,2.830035,13.350506,C001,T001,,
674.8509679,2.5085053,2.8373218,13.360046,C001,T001,,
674.8530184,2.4959879,2.8680422,13.400071,C001,T001,,
674.8550689,2.4835813,2.8531048,13.380648,C001,T001,,
674.8571194,2.4474633,2.8434825,13.368097,C001,T001,,
674.85917,2.43978,2.8581202,13.387178,C001,T001,,
674.8612205,2.4435911,2.8824568,13.418745,C001,T001,,
674.863271,2.4394276,2.8473234,13.373111,C001,T001,,
674.8653215,2.4222178,2.8543432,13.382261,C001,T001,,
674.8673721,2.4290962,2.8166413,13.332925,C001,T001,,
674.8694226,2.4249237,2.813627,13.32896,C001,T001,,
674.8714731,2.4367013,2.764796,13.264296,C001,T001,,
674.8735236,2.4352498,2.7598374,13.257683,C001,T001,,
674.8755742,2.4727902,2.7169287,13.200102,C001,T001,,
674.8776247,2.4825268,2.7942734,13.303429,C001,T001,,
674.8796752,2.5047531,2.7755113,13.278555,C001,T001,,
674.8817257,2.4956801,2.7797375,13.284169,C001,T001,,
674.8837763,2.4765489,2.7734303,13.275789,C001,T001,,
674.8858268,2.4596395,2.8073254,13.320661,C001,T001,,
674.8878773,2.4596143,2.7833292,13.288935,C001,T001,,
674.8899278,2.4415684,2.8059764,13.318882,C001,T001,,
674.8919784,2.4501235,2.8285785,13.348597,C001,T001,,
674.8940289,2.4656067,2.8147948,13.330496,C001,T001,,
674.8960794,2.4712403,2.8372676,13.359975,C001,T001,,
674.8981299,2.4752223,2.8501194,13.376757,C001,T001,,
674.9001805,2.4980354,2.8563933,13.38493,C001,T001,,
674.902231,2.5069773,2.848489,13.374631,C001,T001,,
674.9042815,2.5040438,2.8597331,13.389276,C001,T001,,
674.906332,2.5015881,2.8586183,13.387826,C001,T001,,
674.9083826,2.4968612,2.8844268,13.421292,C001,T001,,
674.9104331,2.4939439,2.8918748,13.430909,C001,T001,,
674.9124836,2.4951401,2.8808362,13.416649,C001,T001,,
674.9145341,2.5012729,2.8519347,13.379123,C001,T001,,
674.9165847,2.4979672,2.8544443,13.382393,C001,T001,,
674.9186352,2.4961092,2.8570659,13.385806,C001,T001,,
674.9206857,2.4946814,2.8658783,13.397262,C001,T001,,
674.9227362,2.4824822,2.880569,13.416303,C001,T001,,
674.9247868,2.4785469,2.8556931,13.384019,C001,T001,,
674.9268373,2.4729147,2.8550467,13.383177,C001,T001,,
674.9288878,2.468868,2.8497875,13.376325,C001,T001,,
674.9309383,2.4701653,2.8075082,13.320902,C001,T001,,
674.9329889,2.4613581,2.7946117,13.303876,C001,T001,,
674.9350394,2.4581943,2.765141,13.264755,C001,T001,,
674.9370899,2.4568944,2.775486,13.278522,C001,T001,,
674.9391404,2.4562211,2.7803993,13.285047,C001,T001,,
674.9411909,2.4637923,2.762738,13.261552,C001,T001,,
